country,province,description,points,production_cost,price,taster_name,winery
Spain,Northern Spain,"Like its brothers Veraton and Aquilon, this modern Garnacha opens with hickory, savory berry and balsamic aromas. While it's stout in feel, there's freshness amid the saturation. Flavors of toasty oak, licorice and blackberry finish long, blackened and savory. Drink through 2021.",92,13.59,50,Michael Schachner,Alto Moncayo
Italy,Tuscany,"Underbrush, grilled porcini, chopped herb, tilled soil aromas and a hint of stewed fruit unfold in the glass. The developed palate doles out layers of mature black cherry, raspberry compote, chopped mint, tobacco and anise set along against a backbone of fine-grained tannins. It will be even better in a few years but it's not built for long-term cellaring.",92,21.2,72,Kerin O’Keefe,Donna Olga
Spain,Andalucia,"Intense, well-directed aromas are staunch, woody and suggest turpentine before pulling back. A lemony palate is loaded with citric acidity, which creates an electric mouthfeel. Nutty, citric and zesty on the finish, this is a superb artisan fino with a high level of complexity.",92,5.98,45,Michael Schachner,González Byass
Argentina,Mendoza Province,"This is minty, crusty and frankly a bit harsh on the bouquet, where aromas turn charred and burnt. It feels roasted and chunky, with hickory-smoked flavors of clove and berry. The finish vacillates between being oaky and herbal.",85,3.96,17,Michael Schachner,Bodega Margot
France,Bordeaux,"Ripe and spicy, this is an attractive package of warm tannins and red berries. This wine has a solid, dry core, but it will develop fast—delicious within a year.",85,1.62,14,Roger Voss,Château de Fontenille
Italy,Southern Italy,"Here's a straight-shooting, cheerful expression of Primitivo that would pair with simple pasta or meat dishes. It opens with a bright ruby color and lively berry aromas of cherry and blackberry.",85,0,,,A-Mano
France,Bordeaux,"Juicy, ripe wine, perfumed with sweet fruit. Black berries and bitter chocolate mix with sweet plums and final, lively acidity.",91,24,120,Roger Voss,Château Ducru Beaucaillou
Chile,Aconcagua Valley,"Mild apple and mango aromas are a fair set-up for a round, peachy palate with flavors of nectarine, melon and citrus fruits. This feels tropical and melony on the finish, with an oily, slightly bitter aftertaste.",85,3,15,Michael Schachner,Conde de Velázquez
France,Champagne,"Bottled in a decanter (thoughtfully supplied with a stopper), this is De Venoge's homage to King Louis XV, who first decreed the bottling of Champagne in the region to preserve the bubbles. This shows toasty, petrol richness, but has preserved much of its original freshness, leaving a good few years' potential.",92,48.22,199,Roger Voss,De Venoge
France,Champagne,"The aromas are of smoky bottle age and this translates into the flavors, with a light rancio character giving complexity to a finely made, rich, raspberry-flavored wine. It is full-bodied in the Charles Heidsieck style, a definite food wine.",92,19.04,75,Roger Voss,Charles Heidsieck
US,California,"Big, rich and extracted, this Syrah is a bit heavy and ponderous now. It shows soft flavors of melted blackberry jam, plum liqueur, dark chocolate, grilled meat and smoky oak, liberally dusted with black pepper. Fancy, but could use through 2009 to knit together.",92,8,40,,Dutton Estate
France,Champagne,"The three A's stand for wine from Avize, Aÿ and Ambonnay, all grand cru villages. It is in the rich De Sousa style, but with an extra dimension of Pinot Noir that gives concentration and a perfumed character. The green plum juice and cranberry texture are full-on, leaving a dense finish.",92,11.59,60,Roger Voss,De Sousa & Fils
France,Champagne,"A blend from grand cru vineyards in the top villages of the Côte des Blancs. This is Agrapart's base wine, but it is an impressive base, with its extreme minerality that demands food, its lime, kiwi and textured fruit skin flavors. It finishes with great depth and complexity.",92,5.38,35,Roger Voss,Agrapart & Fils
US,California,"A beautiful and interesting Sauvignon Blanc that's as dry as anything out there, with no trade of unripeness. Crisp acids frame pure, clean flavors of gooseberries, citrons, limes and grapefruits, wrapped into a creamy texture. Brilliant with ceviche or by itself.",92,4,20,,Toquade
US,Oregon,Cherries and strawberries abound in this elegant wine. Old-vine fruit was fermented and briefly aged in neutral barrels that somehow lend a subtle hint of apple-pie spices to the wine. A perfect late summer sipper.,90,4,20,Paul Gregutt,The Eyrie Vineyards
US,California,"The green gooseberry and apricot side of Sauvignon Blanc comes out in this crisp, clean wine. It tastes a little too sweet, though, giving it a cloying, candied taste.",83,5.49,20,,Buttonwood Farm
US,California,"Sweet and simple, this features fruit-juice-like flavors of orange, pineapple and apricot. A great big burst of lemony acidity saves it.",83,2.56,15,,Rutherford Ranch
US,Virginia,"A note of cracked pepper—a defining characteristic of Syrah—is the first note to hit, followed by scents of tobacco and blackberry liqueur. The palate tastes tart and acetic, showing a prominent balsamic tone. Drinking this with food might tame the acids a bit.",82,4.89,33,,Doukénie
Italy,Northeastern Italy,"Aromas of grapefruit, tropical fruit, citrus zest, a whiff of graphite and an herbaceous note take center stage on this expressive yet elegant white. The round medium-bodied palate delivers ripe pear, yellow apple, lemon and a quintessential note of bitter almond typical of the variety.",90,5,25,Kerin O’Keefe,Ronco del Gelso
Italy,Lombardy,"Fragrant and refreshing, this savory white opens with delicate scents of white spring flower, orchard fruit and a whisper of crushed herb. The tangy palate delivers white peach, yellow pear and a hint of nectarine that linger on the crisp finish.",90,2.42,18,Kerin O’Keefe,Tenuta Roveglia
US,Washington,"This is an intriguing offering, with aromas of crushed flower, herb, orange peel, blue fruit and wet stone. The palate is loaded with fruit and savory flavors that show a delicate styling. The balance is downright impressive.",90,4.06,17,Sean P. Sullivan,Barnard Griffin
France,Alsace,"Promising juicy ripeness of peach and mirabelle appears on the nose. The palate takes this rounded fruitiness and frames it with intense lemon freshness. The palate is concentrated and fluid, shot through with freshness and verve. Dry and refreshing.",90,4,20,Anne Krebiehl MW,Domaine François Schmitt
US,California,"Seductively tart in lemon pith, cranberry and pomegranate, this refreshing, light-bodied quaff is infinitely enjoyable, both on its own or at the table. It continues to expand on the palate into an increasing array of fresh flavors, finishing in cherry and orange.",91,5.8,29,Virginie Boone,Ousterhout
France,Loire Valley,"Produced on flinty soil and aged in large wood barrels, this is a complex, rich wine. Ample apple and pear flavors are lifted by the smoky flavor and the concentration from aging on lees. The wine needs to age; drink from 2018.",91,3.43,28,Roger Voss,Gitton Père et Fils
US,California,"Dry and rich in tannins, but not quite ripe, with a vegetal note to the blackberries and cherries. Drink now.",84,14.74,50,,Brander
Greece,Pageon,"This Greek Sauvignon Blanc is both fruity and dry with a crisp, fresh nose and simply good lemon and spice flavors. Clean with a medium body. A good everyday white for lighter dishes.",84,1.85,17,Susan Kostrzewa,Protopapas
US,California,"Sanguine and floral, this soft wine exudes waxy plum and cherry around a midweight core of earthiness. Shy in fruit, it finishes with a somewhat diluted character.",86,6.91,38,Virginie Boone,Tessier Winery
US,Washington,"Aromatically generous, this displays notes of pineapple, pear and guava. The palate drinks off dry, with abundant tropical fruit flavors, but lacks the acidity to hold it all together.",86,3,15,Sean P. Sullivan,Apex
Argentina,Mendoza Province,"Bold, jumpy, reduced aromas of plum and berry fruits show little to no oak. This is chewy and jammy in feel, with standard berry flavors and almost no complexity as it heads toward a finish with mild animal and herbal notes.",86,1.48,15,Michael Schachner,Zuccardi
France,Bordeaux,"The junior of the two wines produced by the Barton family, this is a subtle, classic wine. Structure and firm tannins sit alongside the perfectly formed, under-stated red and black fruits.",90,0,,Roger Voss,Château Langoa Barton
France,Bordeaux,"A solid, chunky structure is the hallmark of this big wine. The fruit is black, full of dark tannins. Perhaps it lacks subtlety, but that is replaced with great power and potential.",90,11,55,Roger Voss,Château Brane-Cantenac
US,California,"Soft, rich fruit, with layers of plum, cherry, berry and accents of toast and vanilla. Smooth, seductive style, plenty of acid, good balance and the fruit is pure, clean and ripe all the way to the lingering finish.",91,3.8,19,Paul Gregutt,Steele
South Africa,Stellenbosch,"Displaying style and character, this mid-weight Merlot ‘s complex nose shows classic berry, plum, mocha and earth flavors, with interesting cinnamon and olive accents. The round palate shows solid flavors of plum, cocoa and coffee as well as good texture and fruit to acid balance. Finishes with moderate tannins, offering good near-to mid-term aging potential.",90,3.52,17,,Jardin
US,California,"Mainly Pinot Noir, with some Chardonnay for brightness and citrusy zest, this brilliantly clean wine has an incredibly fierce mousse. It seems to boil in the glass, and the followup mouthfeel is as creamy and refined as any California sparkler in memory. The Pinot asserts itself in delicate touches of raspberries and strawberries. Delicious and compelling now. Try with sushi.",94,10.03,38,,Schramsberg
Spain,Galicia,"Gold in color, with mineral, toast, baked apple and stone-fruit aromas, this Albariño is plump and mature on the palate. Flavors of peach, papaya and minerals finish long and peachy, with baked apple and minerally notes to the finish. This is showing its age; drink immediately or  wait for the 2012.",88,3.99,25,Michael Schachner,Fillaboa
Italy,Southern Italy,"This savory wine is made with the native Pallagrello Bianco grape that's making a comeback in Campania. It's loaded with citrus, tropical fruit, juicy Bartlett pear and almond sensations accented with aromatic herbs. Smoky mineral gives a linear character.",88,6.56,24,Kerin O’Keefe,Selvanova
